sample_index,strategy,model,true_defect,defect_score
189,median_all,logistic_regression,1,0.11977029992753599
331,median_all,logistic_regression,0,0.1177021910717012
582,median_all,logistic_regression,0,0.11382399543199793
1453,median_all,logistic_regression,0,0.1118481578975736
1204,median_all,logistic_regression,0,0.10805585983699133
635,median_all,logistic_regression,0,0.10687597431940553
1142,median_all,logistic_regression,0,0.1008032279560596
1543,median_all,logistic_regression,0,0.10050955335010124
256,median_all,logistic_regression,0,0.0947541422994147
840,median_all,logistic_regression,0,0.0938418019533217
31,median_all,logistic_regression,0,0.09041524257404165
1245,median_all,logistic_regression,0,0.08165951321335028
1138,median_all,logistic_regression,0,0.08071507693326725
1073,median_all,logistic_regression,0,0.07788902760026749
1259,median_all,logistic_regression,0,0.0778056868459843
268,median_all,logistic_regression,0,0.07654855550731338
502,median_all,logistic_regression,0,0.07470431342530959
569,median_all,logistic_regression,0,0.07454646993274472
751,median_all,logistic_regression,0,0.07290173744704487
705,median_all,logistic_regression,0,0.06725876616986491
914,median_all,logistic_regression,1,0.06471658937674148
397,median_all,logistic_regression,0,0.0639995956275471
1565,median_all,logistic_regression,0,0.06294652626390321
795,median_all,logistic_regression,1,0.06144644614493606
1093,median_all,logistic_regression,0,0.061296767515937677
939,median_all,logistic_regression,0,0.05867814309587132
190,median_all,logistic_regression,0,0.058606967519226096
1037,median_all,logistic_regression,0,0.05446600721345792
342,median_all,logistic_regression,0,0.05337261558428767
121,median_all,logistic_regression,0,0.05233457102637368
1282,median_all,logistic_regression,0,0.05011510398932209
1262,median_all,logistic_regression,0,0.04650712683030192
1526,median_all,logistic_regression,0,0.04639106969395035
557,median_all,logistic_regression,0,0.04535371178797088
1317,median_all,logistic_regression,0,0.042528632437148696
629,median_all,logistic_regression,0,0.04238632985218552
11,median_all,logistic_regression,1,0.04004065724925944
149,median_all,logistic_regression,0,0.03970592855757008
459,median_all,logistic_regression,0,0.037886197612195756
861,median_all,logistic_regression,0,0.03763577152966366
1531,median_all,logistic_regression,0,0.03553273291846164
1366,median_all,logistic_regression,0,0.034705845813415334
903,median_all,logistic_regression,0,0.031624905615399206
534,median_all,logistic_regression,0,0.02934301642686225
1209,median_all,logistic_regression,0,0.026576771170911766
154,median_all,logistic_regression,1,0.025354182822659322
174,median_all,logistic_regression,0,0.024986399811490187
146,median_all,logistic_regression,0,0.02449893641562895
953,median_all,logistic_regression,0,0.02448714013202228
1334,median_all,logistic_regression,0,0.024445740486152286
834,median_all,logistic_regression,0,0.023437784164913388
1095,median_all,logistic_regression,0,0.023053995480745836
449,median_all,logistic_regression,0,0.022896238664877593
1287,median_all,logistic_regression,0,0.022831087551848865
496,median_all,logistic_regression,0,0.021283441395225807
1152,median_all,logistic_regression,0,0.020763797455561988
352,median_all,logistic_regression,0,0.01963619082465129
563,median_all,logistic_regression,0,0.01959808104425054
1198,median_all,logistic_regression,0,0.01954492908962141
435,median_all,logistic_regression,0,0.0192599611964059
708,median_all,logistic_regression,0,0.018790135076349926
1495,median_all,logistic_regression,0,0.018351122693047176
658,median_all,logistic_regression,0,0.017614542773144025
1052,median_all,logistic_regression,0,0.016663746751088566
1184,median_all,logistic_regression,0,0.016318529393626543
234,median_all,logistic_regression,0,0.014956574153524867
531,median_all,logistic_regression,0,0.014885531758400905
899,median_all,logistic_regression,0,0.014513084311115178
1219,median_all,logistic_regression,0,0.014416978243574808
1431,median_all,logistic_regression,0,0.013868985192469995
714,median_all,logistic_regression,0,0.013505671721683805
1106,median_all,logistic_regression,0,0.013028622731782706
104,median_all,logistic_regression,0,0.012754776032905752
1509,median_all,logistic_regression,0,0.012140781166825102
1162,median_all,logistic_regression,0,0.011289059409283453
1424,median_all,logistic_regression,0,0.011030600845990212
1432,median_all,logistic_regression,0,0.010974417396310965
1212,median_all,logistic_regression,0,0.010790419294154524
887,median_all,logistic_regression,0,0.010689255971990694
62,median_all,logistic_regression,1,0.010499449449080961
921,median_all,logistic_regression,0,0.010187564090289206
220,median_all,logistic_regression,0,0.01004582398755337
231,median_all,logistic_regression,1,0.009747075485075052
1081,median_all,logistic_regression,0,0.008879189905304216
847,median_all,logistic_regression,0,0.008830997722126165
909,median_all,logistic_regression,0,0.008761621545301988
1134,median_all,logistic_regression,0,0.008718924061979659
1377,median_all,logistic_regression,0,0.008293181455534591
440,median_all,logistic_regression,0,0.008146978305639773
723,median_all,logistic_regression,0,0.00800161235280975
372,median_all,logistic_regression,0,0.007571455216345645
818,median_all,logistic_regression,0,0.007430520891349487
866,median_all,logistic_regression,0,0.007391187899310105
24,median_all,logistic_regression,0,0.007313956430487277
793,median_all,logistic_regression,0,0.007285554987844493
1213,median_all,logistic_regression,0,0.006901282515777984
530,median_all,logistic_regression,0,0.006121874906997385
41,median_all,logistic_regression,0,0.006110795459179192
1345,median_all,logistic_regression,0,0.006105020816725646
1150,median_all,logistic_regression,0,0.00585619316872884
553,median_all,logistic_regression,0,0.005782858145885759
1486,median_all,logistic_regression,0,0.00575850027211852
458,median_all,logistic_regression,0,0.0056572044594043755
175,median_all,logistic_regression,0,0.005635674576138485
1038,median_all,logistic_regression,0,0.005577358904615212
96,median_all,logistic_regression,1,0.005510317677269908
264,median_all,logistic_regression,0,0.005259587880201635
307,median_all,logistic_regression,0,0.004883164588878636
178,median_all,logistic_regression,0,0.00452637208433949
228,median_all,logistic_regression,0,0.004483425654712494
1089,median_all,logistic_regression,0,0.004328208085251167
42,median_all,logistic_regression,0,0.004218438885271938
844,median_all,logistic_regression,0,0.004114239446051605
643,median_all,logistic_regression,0,0.0038762273234808813
1175,median_all,logistic_regression,0,0.00383411104320128
388,median_all,logistic_regression,0,0.0038045466807309965
524,median_all,logistic_regression,0,0.003772320706799807
1564,median_all,logistic_regression,0,0.0037582272544370876
1155,median_all,logistic_regression,0,0.003686922340317803
971,median_all,logistic_regression,0,0.0036422283985620674
215,median_all,logistic_regression,0,0.0036212822484524222
288,median_all,logistic_regression,0,0.0035337130032906928
1493,median_all,logistic_regression,0,0.003524966800205012
722,median_all,logistic_regression,0,0.003314138404821498
1333,median_all,logistic_regression,0,0.003190357519617877
1129,median_all,logistic_regression,0,0.0031781747519012546
1500,median_all,logistic_regression,0,0.003162733886530052
242,median_all,logistic_regression,0,0.0031413158441075434
245,median_all,logistic_regression,0,0.003086560519024411
1103,median_all,logistic_regression,0,0.0030691644828699065
1540,median_all,logistic_regression,0,0.0027257472081512893
106,median_all,logistic_regression,0,0.0027192170800719694
1441,median_all,logistic_regression,0,0.0027041375376687777
769,median_all,logistic_regression,0,0.002622292459468985
130,median_all,logistic_regression,0,0.0025775190327948874
817,median_all,logistic_regression,0,0.0023766169209251085
1390,median_all,logistic_regression,0,0.002331895484659149
1335,median_all,logistic_regression,0,0.0022657084533313884
1448,median_all,logistic_regression,0,0.0022054877623795635
1360,median_all,logistic_regression,0,0.0020960619657737355
320,median_all,logistic_regression,0,0.0019140496792243234
712,median_all,logistic_regression,0,0.0015369475687685046
1074,median_all,logistic_regression,0,0.0015099517134408767
652,median_all,logistic_regression,0,0.001503118182133453
862,median_all,logistic_regression,0,0.0013327011185700756
1522,median_all,logistic_regression,0,0.0013116039595426328
930,median_all,logistic_regression,0,0.0012619455915181186
1,median_all,logistic_regression,0,0.0011973281143494825
748,median_all,logistic_regression,0,0.0011949400693899985
1222,median_all,logistic_regression,0,0.0011884255181397452
752,median_all,logistic_regression,0,0.001143248263811256
537,median_all,logistic_regression,0,0.001132124390337452
1361,median_all,logistic_regression,0,0.0010586993583508782
464,median_all,logistic_regression,0,0.0010291086291312778
1305,median_all,logistic_regression,0,0.0010197883931887452
600,median_all,logistic_regression,0,0.0010102999579664602
1140,median_all,logistic_regression,0,0.0009658799072020689
559,median_all,logistic_regression,0,0.00096050499806633
59,median_all,logistic_regression,0,0.0009102862225932792
1407,median_all,logistic_regression,0,0.0008869552157061962
811,median_all,logistic_regression,0,0.0008558121740982135
902,median_all,logistic_regression,0,0.0008284117793130835
1336,median_all,logistic_regression,0,0.0008031878842766577
1352,median_all,logistic_regression,0,0.0007993323114104675
1350,median_all,logistic_regression,0,0.0007865780149288983
577,median_all,logistic_regression,0,0.000777970877861566
141,median_all,logistic_regression,0,0.0007705484488686261
1537,median_all,logistic_regression,0,0.0007673275134672411
138,median_all,logistic_regression,0,0.0007604636065219225
876,median_all,logistic_regression,0,0.0007457157600706996
865,median_all,logistic_regression,0,0.0006968817746531482
776,median_all,logistic_regression,0,0.0006824867513572277
549,median_all,logistic_regression,0,0.0006728109932911343
707,median_all,logistic_regression,0,0.0006379506308381332
952,median_all,logistic_regression,0,0.0006313138679266844
23,median_all,logistic_regression,1,0.0006221171597552577
140,median_all,logistic_regression,0,0.0005928974018453516
905,median_all,logistic_regression,0,0.0005843234709073529
726,median_all,logistic_regression,0,0.0005670741217696085
520,median_all,logistic_regression,0,0.0005613890778746787
1036,median_all,logistic_regression,0,0.0005469280439591481
715,median_all,logistic_regression,0,0.0005247094077705116
912,median_all,logistic_regression,0,0.0005176155921008099
1499,median_all,logistic_regression,0,0.0004880854724567505
1479,median_all,logistic_regression,0,0.00047199277542855775
1090,median_all,logistic_regression,0,0.0004691719699330847
877,median_all,logistic_regression,0,0.0004604736171587119
1161,median_all,logistic_regression,0,0.00045854796126327526
1031,median_all,logistic_regression,0,0.0004441661263366311
476,median_all,logistic_regression,0,0.0004367281228653772
750,median_all,logistic_regression,0,0.0004313219463477764
1011,median_all,logistic_regression,0,0.0004274653942074982
1394,median_all,logistic_regression,0,0.0004237472398141888
1231,median_all,logistic_regression,0,0.00041530888033050156
693,median_all,logistic_regression,0,0.00040599718313089815
390,median_all,logistic_regression,0,0.00038610073949123746
1205,median_all,logistic_regression,0,0.00035258975445223457
928,median_all,logistic_regression,0,0.00035201672056191246
1307,median_all,logistic_regression,0,0.00033176931586589197
116,median_all,logistic_regression,0,0.00032184416653294526
942,median_all,logistic_regression,0,0.00031837064190353375
1099,median_all,logistic_regression,0,0.0003049055666163427
108,median_all,logistic_regression,0,0.00030303030226987263
754,median_all,logistic_regression,0,0.00029986641890006555
219,median_all,logistic_regression,0,0.0002833006738622963
1316,median_all,logistic_regression,0,0.0002789813482363607
454,median_all,logistic_regression,0,0.00026874248924132577
713,median_all,logistic_regression,0,0.0002658846796445382
1057,median_all,logistic_regression,0,0.0002568581544535678
369,median_all,logistic_regression,0,0.0002553269459511667
947,median_all,logistic_regression,0,0.0002491369989289965
1226,median_all,logistic_regression,0,0.00024837400379344564
1098,median_all,logistic_regression,0,0.00024266749495808858
1034,median_all,logistic_regression,0,0.00022895015695369565
925,median_all,logistic_regression,0,0.00022722177697023695
678,median_all,logistic_regression,0,0.00022607120317624194
996,median_all,logistic_regression,0,0.0002207887259434989
450,median_all,logistic_regression,0,0.00021607960962991837
946,median_all,logistic_regression,0,0.00021128007229297832
850,median_all,logistic_regression,0,0.00020593949467135133
573,median_all,logistic_regression,0,0.00018919030516479054
1421,median_all,logistic_regression,0,0.00018551777224163978
907,median_all,logistic_regression,0,0.00018227835982599918
366,median_all,logistic_regression,0,0.00018129204980367401
232,median_all,logistic_regression,0,0.00016887549484202605
757,median_all,logistic_regression,0,0.00016794291070450375
630,median_all,logistic_regression,0,0.00015460286760184786
1446,median_all,logistic_regression,0,0.00015452481195144408
893,median_all,logistic_regression,0,0.00014978390507038099
1247,median_all,logistic_regression,0,0.00014427508270239758
383,median_all,logistic_regression,0,0.00013361982085013338
185,median_all,logistic_regression,0,0.00013312020694145776
195,median_all,logistic_regression,0,0.00011841120634203271
355,median_all,logistic_regression,0,0.00011592607778449181
1433,median_all,logistic_regression,0,0.00011394185433919783
58,median_all,logistic_regression,1,0.00011380794058013788
792,median_all,logistic_regression,0,0.00011287824832013816
699,median_all,logistic_regression,0,0.00011066452962304211
283,median_all,logistic_regression,0,0.00010518169525795434
959,median_all,logistic_regression,0,0.0001045076337478692
570,median_all,logistic_regression,0,9.544992836824495e-05
50,median_all,logistic_regression,1,9.375510535222015e-05
112,median_all,logistic_regression,0,9.00789913027613e-05
313,median_all,logistic_regression,0,8.18011496855316e-05
527,median_all,logistic_regression,0,8.040423778740833e-05
691,median_all,logistic_regression,0,7.871600717270156e-05
932,median_all,logistic_regression,0,7.793533471844978e-05
533,median_all,logistic_regression,0,7.599013486463275e-05
868,median_all,logistic_regression,0,7.168023339908143e-05
548,median_all,logistic_regression,0,6.235945282914856e-05
394,median_all,logistic_regression,0,5.881321622081945e-05
1474,median_all,logistic_regression,0,5.111799852099537e-05
967,median_all,logistic_regression,0,4.575055831786844e-05
1274,median_all,logistic_regression,0,4.555449941080563e-05
1310,median_all,logistic_regression,0,4.4555169330297616e-05
1157,median_all,logistic_regression,0,3.9235052952252276e-05
855,median_all,logistic_regression,0,3.643031097905723e-05
1398,median_all,logistic_regression,0,3.6365059065879515e-05
1552,median_all,logistic_regression,0,3.6003831805410786e-05
44,median_all,logistic_regression,0,3.562541961783914e-05
822,median_all,logistic_regression,0,3.4830711674793434e-05
1351,median_all,logistic_regression,0,3.4807072935943954e-05
1375,median_all,logistic_regression,0,3.0163156670454136e-05
442,median_all,logistic_regression,0,2.946951945701595e-05
674,median_all,logistic_regression,0,2.8103529318114183e-05
1239,median_all,logistic_regression,0,2.7838626829787552e-05
337,median_all,logistic_regression,0,2.7116291245042005e-05
1412,median_all,logistic_regression,0,2.3484037291809635e-05
894,median_all,logistic_regression,0,2.317032621911034e-05
296,median_all,logistic_regression,0,2.1506313625930063e-05
1229,median_all,logistic_regression,0,2.1438116066730907e-05
698,median_all,logistic_regression,0,1.7216803301271245e-05
798,median_all,logistic_regression,0,1.6721693720681826e-05
255,median_all,logistic_regression,0,1.6123006520693122e-05
571,median_all,logistic_regression,0,1.5317164411666667e-05
1541,median_all,logistic_regression,0,1.382678491831579e-05
1477,median_all,logistic_regression,0,1.3673835942997693e-05
1069,median_all,logistic_regression,0,1.2569262980699825e-05
860,median_all,logistic_regression,0,1.2404637470967054e-05
455,median_all,logistic_regression,0,1.2392651590933091e-05
344,median_all,logistic_regression,1,1.185903560714726e-05
79,median_all,logistic_regression,0,1.13167579121282e-05
873,median_all,logistic_regression,0,1.0287859381919256e-05
1528,median_all,logistic_regression,0,1.0062744421375249e-05
1525,median_all,logistic_regression,0,1.0016754739223491e-05
1357,median_all,logistic_regression,0,9.676375080879118e-06
936,median_all,logistic_regression,0,8.712282408361255e-06
837,median_all,logistic_regression,0,8.227884351504676e-06
1442,median_all,logistic_regression,0,8.155997302907404e-06
287,median_all,logistic_regression,0,8.074383526626228e-06
1058,median_all,logistic_regression,0,7.70740579421861e-06
1271,median_all,logistic_regression,0,7.118291706860733e-06
332,median_all,logistic_regression,0,6.059044779828597e-06
765,median_all,logistic_regression,0,5.666130083810528e-06
512,median_all,logistic_regression,0,4.772287010144091e-06
1439,median_all,logistic_regression,0,4.666503481736039e-06
1268,median_all,logistic_regression,0,4.526146837954897e-06
1476,median_all,logistic_regression,0,4.351124867525352e-06
1437,median_all,logistic_regression,0,4.295730727052738e-06
972,median_all,logistic_regression,0,4.27036107800074e-06
25,median_all,logistic_regression,0,4.154873943500577e-06
701,median_all,logistic_regression,0,4.153295237491459e-06
1382,median_all,logistic_regression,0,4.131676926510934e-06
1356,median_all,logistic_regression,0,4.101040127980743e-06
615,median_all,logistic_regression,0,3.828414323325466e-06
1314,median_all,logistic_regression,0,3.752423438991782e-06
1048,median_all,logistic_regression,0,3.7428934889759284e-06
1498,median_all,logistic_regression,0,3.613773846094968e-06
500,median_all,logistic_regression,0,3.2543324314492035e-06
753,median_all,logistic_regression,0,3.14096417091517e-06
666,median_all,logistic_regression,0,2.7327005791481107e-06
1151,median_all,logistic_regression,1,2.671498968715535e-06
1148,median_all,logistic_regression,0,1.9744090350056374e-06
646,median_all,logistic_regression,0,1.8944823388948172e-06
1405,median_all,logistic_regression,0,1.5249695116410077e-06
1472,median_all,logistic_regression,0,1.4442539082981405e-06
48,median_all,logistic_regression,1,1.320814637138171e-06
1384,median_all,logistic_regression,0,1.304941547508087e-06
1003,median_all,logistic_regression,0,1.0975940063675083e-06
297,median_all,logistic_regression,0,1.0934696369825887e-06
246,median_all,logistic_regression,0,1.0337166187399401e-06
584,median_all,logistic_regression,0,9.433569604087606e-07
1236,median_all,logistic_regression,0,9.382757620842772e-07
399,median_all,logistic_regression,0,7.773432398487525e-07
706,median_all,logistic_regression,0,6.928126868303295e-07
756,median_all,logistic_regression,0,6.380293394341793e-07
183,median_all,logistic_regression,0,6.24350969180803e-07
1482,median_all,logistic_regression,0,5.862983989227533e-07
954,median_all,logistic_regression,0,5.800562296091586e-07
1237,median_all,logistic_regression,0,5.411169105969971e-07
989,median_all,logistic_regression,0,5.083232838997973e-07
987,median_all,logistic_regression,0,4.880980075165891e-07
832,median_all,logistic_regression,0,4.7184846861722955e-07
1197,median_all,logistic_regression,0,4.485615691823877e-07
545,median_all,logistic_regression,0,4.3763650286307285e-07
604,median_all,logistic_regression,0,4.3262104248029684e-07
1529,median_all,logistic_regression,0,3.918355030287716e-07
1354,median_all,logistic_regression,0,3.1445072433393114e-07
611,median_all,logistic_regression,0,2.531894657303926e-07
1086,median_all,logistic_regression,0,1.5149669630639787e-07
1353,median_all,logistic_regression,0,1.3591835822161533e-07
956,median_all,logistic_regression,0,1.0439745169768733e-07
1370,median_all,logistic_regression,0,7.421249056251365e-08
1004,median_all,logistic_regression,0,7.282696176708681e-08
1368,median_all,logistic_regression,0,7.166718714065975e-08
640,median_all,logistic_regression,0,6.678026341159263e-08
816,median_all,logistic_regression,0,5.459031334484448e-08
1491,median_all,logistic_regression,0,2.3909606349044593e-08
1478,median_all,logistic_regression,0,2.1367553786900235e-08
730,median_all,logistic_regression,0,1.6228508331757783e-08
624,median_all,logistic_regression,0,1.3019564064092507e-08
1094,median_all,logistic_regression,0,1.0921744866141014e-08
627,median_all,logistic_regression,0,9.705148564182139e-09
1466,median_all,logistic_regression,0,4.232390451367268e-09
621,median_all,logistic_regression,0,1.082869606248544e-09
173,median_all,logistic_regression,0,4.556460629810976e-10
461,median_all,logistic_regression,0,5.701189998577703e-11
258,median_all,logistic_regression,0,1.1018930297673722e-11
672,median_all,logistic_regression,0,6.2266551277648525e-12
1456,median_all,logistic_regression,0,1.928131173075045e-13
209,median_all,random_forest,0,0.26695391278764957
1272,median_all,random_forest,0,0.2641406200576719
44,median_all,random_forest,0,0.2581742476007241
238,median_all,random_forest,1,0.2520330000682119
242,median_all,random_forest,0,0.24621685689671477
216,median_all,random_forest,0,0.24208504344634002
170,median_all,random_forest,0,0.22046234251199995
15,median_all,random_forest,0,0.21980944271069583
121,median_all,random_forest,0,0.21146253007240073
190,median_all,random_forest,0,0.21082124384002376
27,median_all,random_forest,0,0.20957634094272476
326,median_all,random_forest,1,0.19883031024138006
1364,median_all,random_forest,1,0.18296211377238336
5,median_all,random_forest,0,0.1815235439613327
1242,median_all,random_forest,1,0.17761310420150483
23,median_all,random_forest,1,0.1769049666403406
180,median_all,random_forest,1,0.1758999875587702
215,median_all,random_forest,0,0.17503871478121297
187,median_all,random_forest,0,0.17502776827631006
11,median_all,random_forest,1,0.17496001607107511
183,median_all,random_forest,0,0.1744200821572049
1222,median_all,random_forest,0,0.17187410474632245
1225,median_all,random_forest,0,0.16803482868507466
26,median_all,random_forest,0,0.16763988735944974
165,median_all,random_forest,0,0.16699893747744418
320,median_all,random_forest,0,0.1650980182706012
110,median_all,random_forest,0,0.16503357698609278
312,median_all,random_forest,0,0.16461380531104236
1397,median_all,random_forest,0,0.1624217304713772
174,median_all,random_forest,0,0.16038111116028594
1294,median_all,random_forest,0,0.15910023106568547
364,median_all,random_forest,0,0.15735482127085926
709,median_all,random_forest,1,0.15499270938879664
689,median_all,random_forest,0,0.1539024599739543
233,median_all,random_forest,0,0.15350837670932685
336,median_all,random_forest,1,0.1524731590618168
51,median_all,random_forest,0,0.1524044462002198
914,median_all,random_forest,1,0.1511052648612102
96,median_all,random_forest,1,0.14934610165929665
752,median_all,random_forest,0,0.1490403545286369
25,median_all,random_forest,0,0.14866329429343308
301,median_all,random_forest,0,0.1485376115295405
1282,median_all,random_forest,0,0.14776104213133018
59,median_all,random_forest,0,0.14766603765383743
435,median_all,random_forest,0,0.14578698283314503
1092,median_all,random_forest,0,0.1453669462311955
288,median_all,random_forest,0,0.1446576176419602
228,median_all,random_forest,0,0.1445406949355376
1283,median_all,random_forest,0,0.14453112894507783
1218,median_all,random_forest,0,0.14418281229477986
325,median_all,random_forest,0,0.14335176649348047
68,median_all,random_forest,0,0.14328875500689298
1328,median_all,random_forest,1,0.1403769522417287
58,median_all,random_forest,1,0.13942164031961776
457,median_all,random_forest,0,0.13878188154159377
112,median_all,random_forest,0,0.13781476652763763
515,median_all,random_forest,0,0.13665315575334225
9,median_all,random_forest,0,0.13596058445067125
332,median_all,random_forest,0,0.13559715840015468
149,median_all,random_forest,0,0.13449589669362205
50,median_all,random_forest,1,0.1329624329536629
424,median_all,random_forest,1,0.1323264695010847
232,median_all,random_forest,0,0.13189631906434032
1209,median_all,random_forest,0,0.13081442098523816
465,median_all,random_forest,0,0.1303077720220046
643,median_all,random_forest,0,0.13023374810185065
153,median_all,random_forest,0,0.13006522851965815
1305,median_all,random_forest,0,0.12925934636050862
518,median_all,random_forest,1,0.1287462830469671
1254,median_all,random_forest,1,0.1286821283579593
929,median_all,random_forest,1,0.12804174750732608
751,median_all,random_forest,0,0.12759581771117934
306,median_all,random_forest,0,0.12756908519524948
1456,median_all,random_forest,0,0.12723083682118802
24,median_all,random_forest,0,0.12693835663947742
41,median_all,random_forest,0,0.12668862254041885
176,median_all,random_forest,0,0.1265653567261613
809,median_all,random_forest,0,0.12566795502578854
189,median_all,random_forest,1,0.1239774629654
866,median_all,random_forest,0,0.12397643634915115
245,median_all,random_forest,0,0.12273416486210191
846,median_all,random_forest,0,0.12156999358892533
287,median_all,random_forest,0,0.12063282676910969
219,median_all,random_forest,0,0.12060198083547277
154,median_all,random_forest,1,0.11899880117228237
20,median_all,random_forest,0,0.11854714904094006
652,median_all,random_forest,0,0.11823559938521588
1333,median_all,random_forest,0,0.11754945989634531
108,median_all,random_forest,0,0.11734685973707343
141,median_all,random_forest,0,0.11724719809675767
48,median_all,random_forest,1,0.11600822364825872
450,median_all,random_forest,0,0.11506891517103511
31,median_all,random_forest,0,0.11493723754814125
